source_id,teff_gspphot,logg_gspphot,mh_gspphot,radial_velocity,radial_velocity_error,parallax,parallax_error,phot_g_mean_mag,lum_flame,mass_flame,radius_flame,age_flame
644224345413418880,6277.062,4.0152,-0.4885,-6.1391826,0.128596,12.47910399459239,0.026763909,7.7622733,3.7562456,1.2907258,1.6345857,3.217765
733540939112687104,,,,-11.829331,1.4454489,18.046459963913044,0.017781457,13.899928,,,,
1433416717674304640,5951.1514,4.1499,-0.4924,,,9.66743300015265,0.010624199,9.086654,1.8461305,1.0793964,1.2780442,6.094579
1740534092250753920,3099.5503,5.0267,-0.1104,-50.1374,2.196363,28.382294211431844,0.021628434,14.470325,0.004735412,,0.23863496,
1864885215233116032,6241.977,4.1281,-0.2049,-29.781105,0.55195475,2.2471544556728515,0.013332167,11.789706,2.8123994,1.2114078,1.433548,3.5418859
2033123654092592384,8848.703,4.1247,-1.4907,-26.777794,0.70650524,7.300113273881021,0.0239278,7.5898156,15.101106,1.9231293,1.6535217,0.2606203
2051815759742763264,3657.7021,4.5193,-0.2468,,,3.932769135202949,0.026940595,15.644889,0.080956675,,0.637971,
2102974833192340224,,,,-50.59029,2.3037262,1.1102026447124635,0.010921904,12.166314,,,,
2133609705341815680,5995.585,4.1672,-0.6323,-19.148415,2.3393536,1.6169480276386972,0.01041762,12.995743,1.8069543,1.0805103,1.245982,5.6326265
2199658670194983040,,,,-24.69705,0.46553516,23.53865186414418,0.015106243,12.422336,,,,
2253774094189458432,3677.3953,4.069,-1.6125,-2.8348458,1.8586974,10.058220089092792,0.009451072,13.1659975,0.06467074,0.57426214,0.6266717,12.105235
2635476908753563008,,,,,,80.21231612635748,0.07160574,15.622554,,,,
2648914040357320576,,,,-13.407367,0.14122488,49.78461949620747,0.026320018,5.9967427,,,,
3094733088793018240,6001.657,4.2243,-0.1624,40.663742,1.1769578,1.901864790750988,0.021286793,12.273411,2.4152775,1.1445568,1.4372145,5.171279
4864160624337973248,,,,10.944953,0.27765357,50.33991044540537,0.015072701,11.532965,,,,
4996711836306613120,,,,-17.989973,0.27105123,28.649794499460658,0.020057043,9.567394,,,,
5392409372314518656,5624.889,4.3988,-0.1596,-23.919258,0.15436499,13.28470216949922,0.012711702,9.296585,0.8222797,0.9545014,0.9547386,5.7724643
5602386058511578368,,,,63.07614,0.12883435,56.23564192054527,0.012676011,9.089835,,,,
6253844468883543680,5730.085,3.9231,-0.6777,19.290207,0.33001363,3.712570297432681,0.020816188,10.821753,2.6452146,1.0641141,1.6496677,8.535863
6533307957785865856,5615.818,4.3077,0.0784,20.490534,0.6705829,3.188302679268717,0.014966512,11.987861,1.141212,0.9171109,1.1272352,12.756706
55752218851048320,4861.3203,4.5493,0.432,70.00196,0.2352075,12.08449275495821,0.014453142,10.592751,0.3359126,,0.8170742,
525352325110310400,4933.4966,4.5254,0.4377,4.584427,0.49355593,5.664557788519008,0.010982186,12.111755,0.38961712,0.8087424,0.84815353,10.982633
934346740559239296,5317.7573,4.4437,0.4283,46.9394,0.26579183,6.67205851863457,0.015084642,10.927114,0.71618867,,0.99717474,
1372215976327300480,3189.884,4.6131,-0.4062,10.007083,0.23818716,63.17265565406137,0.020787174,11.506599,0.012280601,,0.36286452,
