main_id,sp_type,rvz_radvel,rvz_type,query_id
Kepler-1902,M1V,,,Kepler-1902
Kepler-1903,,,,Kepler-1903
Kepler-1904,,,,Kepler-1904
Kepler-1905,,-6.65876,v,Kepler-1905
Kepler-1906,,,,Kepler-1906
Kepler-1907,,-12.65,v,Kepler-1907
Kepler-1909,,8.88665,v,Kepler-1909
Kepler-191,G9,-9.5,v,Kepler-191
Kepler-1910,,11.807,v,Kepler-1910
Kepler-1911,,-40.054199,v,Kepler-1911
Kepler-1912,,-25.4599,v,Kepler-1912
Kepler-1913,,,,Kepler-1913
Kepler-1914,,,,Kepler-1914
Kepler-1915,,,,Kepler-1915
Kepler-1916,,,,Kepler-1916
Kepler-1917,,-35.220798,v,Kepler-1917
Kepler-1918,,,,Kepler-1918
Kepler-1919,,,,Kepler-1919
Kepler-192,G7,-14.48,v,Kepler-192
Kepler-1920,,10.0156,v,Kepler-1920
Kepler-1921,F6IV,-34.1,v,Kepler-1921
Kepler-1922,,-12.1499,v,Kepler-1922
Kepler-1923,,-48.2514,v,Kepler-1923
Kepler-1924,,-8.50227,v,Kepler-1924
Kepler-1925,,,,Kepler-1925
Kepler-1926,,,,Kepler-1926
Kepler-1927,G0,-35.8158,v,Kepler-1927
Kepler-1928,,-26.7883,v,Kepler-1928
Kepler-1929,G2V,9.54321,v,Kepler-1929
Kepler-193,F8V,-16.74,v,Kepler-193
Kepler-1930,K1.5IV,-29.4,v,Kepler-1930
Kepler-1931,F6V,-43.9,v,Kepler-1931
Kepler-1932,,-10.3,v,Kepler-1932
Kepler-1933,G2V,-22.55,v,Kepler-1933
Kepler-1934,,-23.1087,v,Kepler-1934
Kepler-1935,,,,Kepler-1935
Kepler-1936,,-25.0,v,Kepler-1936
Kepler-1937,,-22.5,v,Kepler-1937
Kepler-1938,,-21.5359,v,Kepler-1938
Kepler-1939,,-23.8866,v,Kepler-1939
Kepler-194,G3,-23.41,v,Kepler-194
Kepler-1940,,,,Kepler-1940
Kepler-1941,,-15.1187,v,Kepler-1941
Kepler-1942,,,,Kepler-1942
Kepler-1943,,-33.9333,v,Kepler-1943
Kepler-1944,,,,Kepler-1944
Kepler-1945,,-24.8,v,Kepler-1945
Kepler-1946,,,,Kepler-1946
Kepler-1947,G2V,5.44,v,Kepler-1947
Kepler-1948,M0V,,,Kepler-1948
Kepler-1949,,-9.70239,v,Kepler-1949
Kepler-195,,-20.598101,v,Kepler-195
Kepler-1950,,,,Kepler-1950
Kepler-1951,G5,-59.0,v,Kepler-1951
Kepler-1952,F9V,-26.7,v,Kepler-1952
Kepler-1953,,-14.7598,v,Kepler-1953
Kepler-1954,,,,Kepler-1954
Kepler-1955,,-11.4686,v,Kepler-1955
Kepler-1956,,-72.895699,v,Kepler-1956
Kepler-1957,,,,Kepler-1957
Kepler-1958,,,,Kepler-1958
Kepler-1959,,,,Kepler-1959
Kepler-196,K3,21.79,v,Kepler-196
Kepler-1960,,-8.06819,v,Kepler-1960
Kepler-1961,,-12.7886,v,Kepler-1961
Kepler-1962,,,,Kepler-1962
Kepler-1963,,32.0,v,Kepler-1963
Kepler-1964,,,,Kepler-1964
Kepler-1965,,-26.3599,v,Kepler-1965
Kepler-1966,,-43.6278,v,Kepler-1966
Kepler-1967,,-28.0,v,Kepler-1967
Kepler-1968,,,,Kepler-1968
Kepler-1969,,,,Kepler-1969
Kepler-197,F5,4.29863,v,Kepler-197
Kepler-1972,,5.04,v,Kepler-1972
Kepler-1976,,,,Kepler-1976
Kepler-1977,,-60.984299,v,Kepler-1977
Kepler-1978,,-48.6444,v,Kepler-1978
Kepler-1979,,,,Kepler-1979
Kepler-198,F9,-24.549601,v,Kepler-198
Kepler-1980,,,,Kepler-1980
Kepler-1981,,,,Kepler-1981
Kepler-1982,,-16.347,v,Kepler-1982
Kepler-1983,,13.6353,v,Kepler-1983
Kepler-1984,M1V,,,Kepler-1984
Kepler-1985,,14.9523,v,Kepler-1985
Kepler-1986,,-74.072502,v,Kepler-1986
Kepler-1987,,,,Kepler-1987
Kepler-1988,,-11.4265,v,Kepler-1988
Kepler-1989,,,,Kepler-1989
Kepler-199,G6V,13.31,v,Kepler-199
Kepler-1990,,-17.49,v,Kepler-1990
Kepler-1991,,-25.8291,v,Kepler-1991
Kepler-1992,,-11.6505,v,Kepler-1992
Kepler-1993,K0IV,-19.087799,v,Kepler-1993
Kepler-1994,G5V,-18.704,v,Kepler-1994
Kepler-1995,,-22.701799,v,Kepler-1995
Kepler-1996,,-62.239101,v,Kepler-1996
Kepler-1997,,,,Kepler-1997
Kepler-1998,G5,-25.43,v,Kepler-1998
Kepler-1999,,,,Kepler-1999
Kepler-20,G5V,-21.98,v,Kepler-20
Kepler-200,G3,-40.14,v,Kepler-200
Kepler-2000,M1V,9.41,v,Kepler-2000
Kepler-2001,,,,Kepler-2001
Kepler-201,F7,9.95118,v,Kepler-201
Kepler-202,K0V,-7.23,v,Kepler-202
Kepler-203,G1,-34.1722,v,Kepler-203
Kepler-204,,18.7,v,Kepler-204
Kepler-205,M1V,43.9936,v,Kepler-205
Kepler-206,G3,-21.51,v,Kepler-206
Kepler-207,G3,-54.65,v,Kepler-207
Kepler-208,G0,-5.12593,v,Kepler-208
Kepler-209,G5V,-10.3118,v,Kepler-209
HD 179070,F6IV,-18.173599,v,Kepler-21
Kepler-210,M0V,-22.8106,v,Kepler-210
Kepler-211,K0,-32.93,v,Kepler-211
Kepler-212,G0IV,-7.08,v,Kepler-212
Kepler-213,G5V,-78.3,v,Kepler-213
Kepler-214,F9,-35.323502,v,Kepler-214
Kepler-215,G3,17.667999,v,Kepler-215
Kepler-216,F7,5.42114,v,Kepler-216
Kepler-217,F3V,-13.6125,v,Kepler-217
Kepler-218,G8IV,-54.925301,v,Kepler-218
Kepler-219,G2V,-15.7556,v,Kepler-219
Kepler-22,G5,-3.61919,v,Kepler-22
Kepler-220,K3V,17.04,v,Kepler-220
Kepler-221,G5,3.94,v,Kepler-221
Kepler-222,,-20.569599,v,Kepler-222
Kepler-223,,,,Kepler-223
Kepler-224,,,,Kepler-224
Kepler-225,M1V,,,Kepler-225
Kepler-226,,-37.9,v,Kepler-226
Kepler-227,F9,-36.62,v,Kepler-227
Kepler-228,,-63.8,v,Kepler-228
Kepler-229,,6.3,v,Kepler-229
Kepler-23,G2V,-26.97,v,Kepler-23
Kepler-230,,-2.3,v,Kepler-230
Kepler-231,M1V,5.74522,v,Kepler-231
Kepler-232,,-49.330502,v,Kepler-232
Kepler-233,,-8.56057,v,Kepler-233
Kepler-234,,,,Kepler-234
Kepler-235,M0V,-27.3555,v,Kepler-235
Kepler-236,M1V,-48.03,v,Kepler-236
Kepler-237,,-27.2,v,Kepler-237
Kepler-238,,-13.5,v,Kepler-238
Kepler-239,,,,Kepler-239
Kepler-24,,5.53265,v,Kepler-24
Kepler-240,,-42.4,v,Kepler-240
Kepler-241,,-20.9823,v,Kepler-241
Kepler-242,,,,Kepler-242
Kepler-243,,-48.7,v,Kepler-243
Kepler-244,,-5.8,v,Kepler-244
Kepler-245,,-41.9002,v,Kepler-245
Kepler-246,,,,Kepler-246
Kepler-247,,-56.1,v,Kepler-247
Kepler-248,,,,Kepler-248
Kepler-249,M2V,-40.488499,v,Kepler-249
Kepler-25,F6,-8.557,v,Kepler-25
Kepler-250,,,,Kepler-250
Kepler-251,,-5.6,v,Kepler-251
Kepler-252,M0V,37.44,v,Kepler-252
Kepler-253,,-58.7,v,Kepler-253
Kepler-254,,10.6026,v,Kepler-254
Kepler-255,,-35.3162,v,Kepler-255
Kepler-256,,-9.82101,v,Kepler-256
Kepler-257,,-5.8,v,Kepler-257
Kepler-258,,-44.799301,v,Kepler-258
Kepler-259,,-11.5515,v,Kepler-259
Kepler-26,M0V,9.41634,v,Kepler-26
Kepler-260,G7,-24.361799,v,Kepler-260
Kepler-261,K2,-23.3237,v,Kepler-261
Kepler-262,G1V,-25.951799,v,Kepler-262
Kepler-263,G8,-39.09,v,Kepler-263
Kepler-264,F6,-18.4755,v,Kepler-264
Kepler-265,G3,-28.6,v,Kepler-265
Kepler-266,,,,Kepler-266
Kepler-267,M1V,,,Kepler-267
Kepler-268,,17.580799,v,Kepler-268
Kepler-269,,-35.1,v,Kepler-269
Kepler-27,,,,Kepler-27
Kepler-270,G0,-40.59,v,Kepler-270
Kepler-271,F9,9.14,v,Kepler-271
Kepler-272,G6,25.4,v,Kepler-272
Kepler-273,,-17.1,v,Kepler-273
Kepler-274,G4,-59.2915,v,Kepler-274
Kepler-275,,,,Kepler-275
Kepler-276,G7,4.82,v,Kepler-276
Kepler-277,,-62.4379,v,Kepler-277
Kepler-278,K2IV,-46.582699,v,Kepler-278
Kepler-279,F3V,-12.89,v,Kepler-279
Kepler-28,M0V,-35.3941,v,Kepler-28
Kepler-280,G7,6.11022,v,Kepler-280
Kepler-281,,,,Kepler-281
Kepler-282,,3.09982,v,Kepler-282
Kepler-283,K7V,,,Kepler-283
Kepler-284,G8,-17.19,v,Kepler-284
Kepler-285,,6.8,v,Kepler-285
Kepler-286,,11.7,v,Kepler-286
Kepler-287,G5,-23.03,v,Kepler-287
Kepler-288,G1V,-36.8,v,Kepler-288
Kepler-289,G2,-18.21,v,Kepler-289
Kepler-29,G7,-59.47,v,Kepler-29
Kepler-290,,,,Kepler-290
Kepler-291,,-0.2,v,Kepler-291
Kepler-292,,,,Kepler-292
Kepler-293,,-21.6,v,Kepler-293
Kepler-294,,-5.08643,v,Kepler-294
Kepler-295,,-32.415298,v,Kepler-295
Kepler-296,M2V,,,Kepler-296
Kepler-297,,-5.68,v,Kepler-297
Kepler-298,,,,Kepler-298
Kepler-299,,10.4,v,Kepler-299
Kepler-30,,-6.5463,v,Kepler-30
Kepler-300,,-53.629299,v,Kepler-300
Kepler-301,F9,-17.3,v,Kepler-301
Kepler-302,,,,Kepler-302
Kepler-303,M0V,-44.752399,v,Kepler-303
Kepler-304,,-26.81,v,Kepler-304
Kepler-305,,-3.0199,v,Kepler-305
Kepler-306,,-22.0,v,Kepler-306
Kepler-307,,-44.6544,v,Kepler-307
Kepler-308,sdF3,-20.109,v,Kepler-308
Kepler-309,M0V,,,Kepler-309
Kepler-31,,10.748,v,Kepler-31
Kepler-310,,-27.1523,v,Kepler-310
Kepler-311,G0.5V,-42.79,v,Kepler-311
Kepler-312,F5V,-32.48,v,Kepler-312
Kepler-313,,-38.2,v,Kepler-313
Kepler-314,G9IV,-20.8608,v,Kepler-314
Kepler-315,,,,Kepler-315
Kepler-316,,,,Kepler-316
Kepler-317,G8,13.67,v,Kepler-317
Kepler-318,A2V,-30.47,v,Kepler-318
Kepler-319,G4V,11.86,v,Kepler-319
Kepler-32,M1V,,,Kepler-32
Kepler-320,,-46.418098,v,Kepler-320
Kepler-321,G4,-11.7,v,Kepler-321
Kepler-322,G7,-27.72,v,Kepler-322
Kepler-323,G0,14.1217,v,Kepler-323
Kepler-324,,-71.0,v,Kepler-324
Kepler-325,G5,-24.27,v,Kepler-325
Kepler-326,K1V,-16.521799,v,Kepler-326
Kepler-327,M1V,-11.39,v,Kepler-327
Kepler-328,,-10.592,v,Kepler-328
Kepler-329,K5,-102.85,v,Kepler-329
Kepler-33,F2,14.5472,v,Kepler-33
Kepler-330,,-8.2,v,Kepler-330
Kepler-331,,-12.7522,v,Kepler-331
Kepler-332,,-36.694199,v,Kepler-332
Kepler-333,K7,-10.3374,v,Kepler-333
Kepler-334,G0,-34.424301,v,Kepler-334
Kepler-335,G3,14.2079,v,Kepler-335
Kepler-336,G3,-28.93,v,Kepler-336
Kepler-337,G2V,-62.236801,v,Kepler-337
Kepler-338,G0,-16.27,v,Kepler-338
Kepler-339,G7,-22.7,v,Kepler-339
Kepler-34,,,,Kepler-34
Kepler-340,A8V,-7.15,v,Kepler-340
Kepler-341,G3,-102.3,v,Kepler-341
Kepler-342,F6IV,-26.841299,v,Kepler-342
Kepler-343,,-84.592598,v,Kepler-343
Kepler-344,,-34.800201,v,Kepler-344
Kepler-345,,-20.549299,v,Kepler-345
Kepler-346,,-19.019899,v,Kepler-346
Kepler-347,,-67.6,v,Kepler-347
Kepler-348,F3V,-25.3454,v,Kepler-348
Kepler-349,,-21.860901,v,Kepler-349
Kepler-35,,,,Kepler-35
Kepler-350,F5,-23.4751,v,Kepler-350
Kepler-351,,,,Kepler-351
Kepler-352,,-5.87,v,Kepler-352
Kepler-353,M1V,-12.2146,v,Kepler-353
Kepler-354,K5,-19.77,v,Kepler-354
Kepler-355,,-43.5,v,Kepler-355
Kepler-356,F7,-41.149101,v,Kepler-356
Kepler-357,,1.9,v,Kepler-357
Kepler-358,G5,-24.65,v,Kepler-358
Kepler-359,,4.7,v,Kepler-359
Kepler-36,F2,9.04248,v,Kepler-36
Kepler-360,,-17.7106,v,Kepler-360
Kepler-361,F2,6.38,v,Kepler-361
Kepler-362,G3,-6.45,v,Kepler-362
Kepler-363,G5V,-71.35,v,Kepler-363
Kepler-364,F8V,-13.64,v,Kepler-364
Kepler-365,G3,-27.891701,v,Kepler-365
Kepler-366,G2,-45.776402,v,Kepler-366
Kepler-367,K3V,-23.335501,v,Kepler-367
Kepler-368,G6,-2.04,v,Kepler-368
Kepler-369,M1V,-25.34,v,Kepler-369
BD+44  3020,G8V,-30.593901,v,Kepler-37
Kepler-370,,-35.2523,v,Kepler-370
Kepler-371,,22.6283,v,Kepler-371
Kepler-372,,-29.1,v,Kepler-372
Kepler-373,,3.25,v,Kepler-373
Kepler-374,G3,6.31406,v,Kepler-374
Kepler-375,,-21.9181,v,Kepler-375
Kepler-376,,-54.254501,v,Kepler-376
Kepler-377,,-14.2,v,Kepler-377
Kepler-378,K5,-61.349998,v,Kepler-378
Kepler-379,,-12.3,v,Kepler-379
Kepler-38,,,,Kepler-38
Kepler-380,,-11.6,v,Kepler-380
Kepler-381,F5,-2.59573,v,Kepler-381
Kepler-382,F9,-58.57,v,Kepler-382
Kepler-383,K5,-45.9702,v,Kepler-383
Kepler-384,G0V,-36.341,v,Kepler-384
Kepler-385,,-3.52735,v,Kepler-385
Kepler-386,,-13.5,v,Kepler-386
Kepler-387,G0.5V,-24.6882,v,Kepler-387
Kepler-388,,-22.1082,v,Kepler-388
Kepler-389,,-57.5,v,Kepler-389
Kepler-39,F8V,-8.38,v,Kepler-39
Kepler-390,G5,-48.791,v,Kepler-390
Kepler-391,K0IV,21.55,v,Kepler-391
Kepler-392,F5,-75.51,v,Kepler-392
Kepler-393,F6V,-34.66,v,Kepler-393
Kepler-394,G2,-6.75888,v,Kepler-394
Kepler-395,M1V,-19.868999,v,Kepler-395
Kepler-396,G4,-13.9278,v,Kepler-396
Kepler-397,,,,Kepler-397
Kepler-398,,,,Kepler-398
Kepler-399,,-12.8954,v,Kepler-399
Kepler-4,G0,-60.373299,v,Kepler-4
Kepler-40,F5IV,,,Kepler-40
Kepler-400,G2V,11.87,v,Kepler-400
Kepler-401,,-15.9,v,Kepler-401
Kepler-402,F2,4.34,v,Kepler-402
Kepler-403,F9,-31.7579,v,Kepler-403
Kepler-404,,-29.6367,v,Kepler-404
Kepler-405,,,,Kepler-405
Kepler-406,G5IV,-58.24,v,Kepler-406
Kepler-407,G7,-24.7194,v,Kepler-407
HD 176693,F8V,-54.76,v,Kepler-408
BD+46  2726,K0V,-28.7623,v,Kepler-409
Kepler-41,,-26.5767,v,Kepler-41
HD 175289,F6IV,-40.236301,v,Kepler-410A
Kepler-411,K3V,-19.2327,v,Kepler-411
Kepler-412,F9,-54.554,v,Kepler-412
Kepler-413,,,,Kepler-413
Kepler-414,K0IV,-28.79,v,Kepler-414
Kepler-415,K5,-17.52,v,Kepler-415
Kepler-416,,-15.3476,v,Kepler-416
Kepler-417,,7.89298,v,Kepler-417
Kepler-418,G7,-15.6,v,Kepler-418
Kepler-419,,-25.067699,v,Kepler-419
Kepler-42,M4V,,,Kepler-42
Kepler-421,G7,-25.4044,v,Kepler-421
Kepler-422,G2V,-11.5633,v,Kepler-422
Kepler-423,F9,-2.3198,v,Kepler-423
Kepler-424,,-28.89,v,Kepler-424
Kepler-425,K2,-55.72,v,Kepler-425
Kepler-426,,,,Kepler-426
Kepler-427,G3,-34.06,v,Kepler-427
Kepler-428,K1V,-24.97,v,Kepler-428
Kepler-43,G0,-37.284599,v,Kepler-43
Kepler-430,G0V,-34.55,v,Kepler-430
Kepler-431,F6IV,-10.42,v,Kepler-431
Kepler-432,G5,-35.68,v,Kepler-432
Kepler-433,,-1.394,v,Kepler-433
Kepler-434,F9,-50.3382,v,Kepler-434
Kepler-435,F5V,-26.407,v,Kepler-435
Kepler-436,,,,Kepler-436
Kepler-437,,,,Kepler-437
Kepler-438,M1V,-93.28,v,Kepler-438
Kepler-439,,,,Kepler-439
Kepler-44,,-35.55,v,Kepler-44
Kepler-440,,,,Kepler-440
Kepler-441,K7,-16.22,v,Kepler-441
Kepler-442,,-75.6084,v,Kepler-442
Kepler-443,,,,Kepler-443
BD+41  3306,K0V,-121.82,v,Kepler-444
Kepler-445,M4V,-57.31,v,Kepler-445
Kepler-446,M4V,,,Kepler-446
Kepler-447,G5,2.47,v,Kepler-447
Kepler-449,,14.0755,v,Kepler-449
Kepler-45,M1V,-12.5776,v,Kepler-45
Kepler-450,,-18.5644,v,Kepler-450
Kepler-452,G4V,-42.49,v,Kepler-452
Kepler-453,G5,-18.51,v,Kepler-453
Kepler-454,,-70.517403,v,Kepler-454
Kepler-46,,-21.3,v,Kepler-46
Kepler-461,G2V,-110.972,v,Kepler-461
Kepler-462,A9V,-19.78,v,Kepler-462
Kepler-463,G0V,-57.14,v,Kepler-463
Kepler-464,G3,-50.675499,v,Kepler-464
Kepler-465,,-31.742399,v,Kepler-465
Kepler-466,F9IV-V,-0.976795,v,Kepler-466
Kepler-467,,-27.002701,v,Kepler-467
Kepler-468,G7,-8.35,v,Kepler-468
Kepler-47,,11.3854,v,Kepler-47
Kepler-471,,-10.88,v,Kepler-471
Kepler-472,K3V,-11.33,v,Kepler-472
Kepler-473,,-22.7017,v,Kepler-473
Kepler-474,F6IV,4.11,v,Kepler-474
Kepler-475,,-14.5369,v,Kepler-475
Kepler-476,G3,-30.81,v,Kepler-476
Kepler-477,G8,-14.87,v,Kepler-477
Kepler-478,K1V,14.751,v,Kepler-478
Kepler-479,,-32.223701,v,Kepler-479
Kepler-48,K0V,-13.9241,v,Kepler-48
Kepler-480,F8V,-21.892599,v,Kepler-480
Kepler-481,G2,6.46,v,Kepler-481
Kepler-482,K3,-100.16,v,Kepler-482
Kepler-483,F5,-49.92,v,Kepler-483
Kepler-484,G5,-1.58372,v,Kepler-484
Kepler-485,F9,-14.76,v,Kepler-485
Kepler-487,,,,Kepler-487
Kepler-489,K2,-15.3541,v,Kepler-489
Kepler-49,M1V,-8.12,v,Kepler-49
Kepler-490,,7.64377,v,Kepler-490
Kepler-491,K1,-57.43,v,Kepler-491
Kepler-493,,,,Kepler-493
Kepler-495,,-1.6659,v,Kepler-495
Kepler-496,K1,-46.919899,v,Kepler-496
Kepler-497,,,,Kepler-497
Kepler-498,F9,6.61,v,Kepler-498
Kepler-499,,-6.36,v,Kepler-499
Kepler-5,F5V,-23.63,v,Kepler-5
Kepler-50,F5,-2.93,v,Kepler-50
Kepler-500,F9,-15.64,v,Kepler-500
Kepler-501,,-17.988,v,Kepler-501
Kepler-502,F9,-6.18,v,Kepler-502
Kepler-504,M2V,-30.142799,v,Kepler-504
Kepler-505,M1V,-15.15,v,Kepler-505
Kepler-506,F7V,-12.09,v,Kepler-506
Kepler-507,G0,-6.04579,v,Kepler-507
Kepler-508,G1V,15.59,v,Kepler-508
Kepler-509,G0V,-18.57,v,Kepler-509
Kepler-51,G4,-4.17591,v,Kepler-51
Kepler-510,G5V,-58.1329,v,Kepler-510
Kepler-511,G0,1.94472,v,Kepler-511
Kepler-512,F9IV-V,-28.55,v,Kepler-512
Kepler-513,,-8.93,v,Kepler-513
Kepler-514,F8V,-11.6278,v,Kepler-514
Kepler-515,,,,Kepler-515
Kepler-516,,-22.14,v,Kepler-516
Kepler-517,G6V,-75.8964,v,Kepler-517
Kepler-518,,27.71,v,Kepler-518
Kepler-519,G8,-21.322001,v,Kepler-519
Kepler-52,M0V,-21.09,v,Kepler-52
Kepler-520,F8V,19.15,v,Kepler-520
Kepler-521,F3V,14.67,v,Kepler-521
Kepler-522,F6,-3.4,v,Kepler-522
Kepler-523,G5,7.78561,v,Kepler-523
Kepler-524,G0,-42.1735,v,Kepler-524
Kepler-525,,-26.02,v,Kepler-525
Kepler-526,F9,-62.95,v,Kepler-526
Kepler-527,F6,5.11,v,Kepler-527
Kepler-528,G2V,-70.83,v,Kepler-528
Kepler-529,,-10.42,v,Kepler-529
Kepler-53,,-60.0,v,Kepler-53
Kepler-530,G5,7.57,v,Kepler-530
Kepler-531,K2,-22.8,v,Kepler-531
Kepler-532,,11.57,v,Kepler-532
Kepler-533,K3V,2.91,v,Kepler-533
Kepler-534,,-35.616699,v,Kepler-534
Kepler-535,G0,10.1097,v,Kepler-535
Kepler-536,G5,-12.6844,v,Kepler-536
Kepler-537,F9,-23.29,v,Kepler-537
Kepler-538,G5V,-38.119701,v,Kepler-538
Kepler-539,G2V,11.3066,v,Kepler-539
Kepler-54,M1V,,,Kepler-54
Kepler-540,G0V,6.73311,v,Kepler-540
Kepler-541,F5,-17.89,v,Kepler-541
Kepler-542,G5,-20.229401,v,Kepler-542
Kepler-543,,-26.3944,v,Kepler-543
Kepler-544,F8V,-18.8,v,Kepler-544
Kepler-545,,-1.4,v,Kepler-545
Kepler-546,,,,Kepler-546
Kepler-547,,-22.529499,v,Kepler-547
Kepler-548,K1,5.55,v,Kepler-548
Kepler-549,,3.9,v,Kepler-549
Kepler-55,K5,-20.1728,v,Kepler-55
Kepler-550,,,,Kepler-550
Kepler-551,M1V,,,Kepler-551
Kepler-552,F9,-2.41,v,Kepler-552
Kepler-553,G9,-27.32,v,Kepler-553
Kepler-554,,-80.0,v,Kepler-554
Kepler-555,,-38.1037,v,Kepler-555
Kepler-556,,-19.7652,v,Kepler-556
Kepler-557,G0,-27.9202,v,Kepler-557
Kepler-558,,,,Kepler-558
Kepler-559,,,,Kepler-559
Kepler-56,,-53.740601,v,Kepler-56
Kepler-560,M3V,-93.333702,v,Kepler-560
Kepler-561,,-17.935301,v,Kepler-561
Kepler-562,,-23.6682,v,Kepler-562
Kepler-563,,-48.018398,v,Kepler-563
Kepler-564,G3Va,-37.62,v,Kepler-564
Kepler-565,,,,Kepler-565
Kepler-566,G9,-62.27,v,Kepler-566
Kepler-567,,,,Kepler-567
Kepler-568,M1V,,,Kepler-568
Kepler-569,,-54.5,v,Kepler-569
Kepler-57,,-19.9498,v,Kepler-57
Kepler-570,G7,2.34,v,Kepler-570
Kepler-571,,,,Kepler-571
Kepler-572,K0,-51.11,v,Kepler-572
Kepler-573,G3,-38.14,v,Kepler-573
Kepler-574,G7,-42.64,v,Kepler-574
Kepler-575,,-20.0401,v,Kepler-575
Kepler-576,,,,Kepler-576
Kepler-577,M1V,-84.81,v,Kepler-577
Kepler-578,G5,-39.08,v,Kepler-578
Kepler-579,,-30.273,v,Kepler-579
Kepler-58,,-14.6,v,Kepler-58
Kepler-580,M0V,,,Kepler-580
Kepler-581,,-40.736,v,Kepler-581
Kepler-582,,-19.2703,v,Kepler-582
Kepler-583,,,,Kepler-583
Kepler-584,F7,-32.75,v,Kepler-584
Kepler-585,G7,-19.23,v,Kepler-585
Kepler-586,K1,-9.78581,v,Kepler-586
Kepler-587,,4.52911,v,Kepler-587
Kepler-588,,,,Kepler-588
Kepler-589,,,,Kepler-589
Kepler-59,,-45.69,v,Kepler-59
Kepler-590,G3,-37.44,v,Kepler-590
Kepler-591,G6,-31.65,v,Kepler-591
Kepler-592,,,,Kepler-592
Kepler-593,G3,-0.602231,v,Kepler-593
Kepler-594,G8,-12.43,v,Kepler-594
Kepler-595,K0,-13.2383,v,Kepler-595
Kepler-596,,-34.9,v,Kepler-596
Kepler-597,G5V,-27.94,v,Kepler-597
Kepler-598,,-35.780399,v,Kepler-598
Kepler-599,,,,Kepler-599
Kepler-6,,-48.35,v,Kepler-6
Kepler-60,G2,-34.97,v,Kepler-60
Kepler-600,,,,Kepler-600
Kepler-601,K1,-28.663099,v,Kepler-601
Kepler-602,G2,1.63,v,Kepler-602
Kepler-603,,-19.527,v,Kepler-603
Kepler-604,,,,Kepler-604
Kepler-605,G7,-12.64,v,Kepler-605
Kepler-606,G1,12.26,v,Kepler-606
Kepler-607,K1,-45.71,v,Kepler-607
Kepler-608,,-27.6469,v,Kepler-608
Kepler-609,,,,Kepler-609
Kepler-61,M0V,-51.005199,v,Kepler-61
Kepler-610,,-29.011,v,Kepler-610
Kepler-611,,-36.857498,v,Kepler-611
Kepler-612,,,,Kepler-612
Kepler-613,,,,Kepler-613
Kepler-614,G7,1.31,v,Kepler-614
Kepler-615,,,,Kepler-615
Kepler-616,,-17.0119,v,Kepler-616
Kepler-617,M1V,-26.3123,v,Kepler-617
Kepler-618,,,,Kepler-618
Kepler-619,G3,-4.05,v,Kepler-619
Kepler-62,G5,16.8631,v,Kepler-62
Kepler-620,F2,-8.66,v,Kepler-620
Kepler-621,M0V,-18.3,v,Kepler-621
Kepler-622,M1V,,,Kepler-622
Kepler-623,,,,Kepler-623
Kepler-624,F7IV,-22.23,v,Kepler-624
Kepler-625,G0,-14.68,v,Kepler-625
Kepler-626,F5,35.97,v,Kepler-626
Kepler-627,F7,0.86,v,Kepler-627
Kepler-629,K0V,-53.08,v,Kepler-629
Kepler-63,G2V,-21.906799,v,Kepler-63
Kepler-630,G0.5V,-42.32,v,Kepler-630
Kepler-631,F8,-22.1303,v,Kepler-631
Kepler-632,G5,-23.5767,v,Kepler-632
Kepler-633,M0,4.346,v,Kepler-633
Kepler-634,F5V,-56.87,v,Kepler-634
Kepler-635,F7V,-19.51,v,Kepler-635
Kepler-636,G9,-21.160601,v,Kepler-636
Kepler-637,F5,-39.438099,v,Kepler-637
Kepler-638,G7,-57.45,v,Kepler-638
Kepler-639,G1.5V,-21.2,v,Kepler-639
Kepler-640,G8V,-45.22,v,Kepler-640
Kepler-641,F9,-68.711403,v,Kepler-641
Kepler-642,,-28.2666,v,Kepler-642
Kepler-643,K1IV,-47.83,v,Kepler-643
Kepler-644,F0,-32.03,v,Kepler-644
Kepler-645,F6IV,15.0,v,Kepler-645
Kepler-646,G0,-92.66,v,Kepler-646
Kepler-647,F5,-29.694201,v,Kepler-647
Kepler-648,G5V,-19.564199,v,Kepler-648
Kepler-649,,-7.79346,v,Kepler-649
BD+40  3638,F6IV,-17.492,v,Kepler-65
Kepler-650,G2V,-67.3,v,Kepler-650
Kepler-651,G5V,-37.002998,v,Kepler-651
Kepler-652,,-52.0858,v,Kepler-652
Kepler-653,K0IV-V,-15.88,v,Kepler-653
Kepler-654,,-48.9,v,Kepler-654
Kepler-655,F6V,-28.72,v,Kepler-655
Kepler-656,K1,-15.4698,v,Kepler-656
Kepler-657,,,,Kepler-657
Kepler-658,M1V,,,Kepler-658
Kepler-659,,-50.578602,v,Kepler-659
Kepler-66,G3,8.08821,v,Kepler-66
Kepler-660,K3,-95.889297,v,Kepler-660
Kepler-661,,,,Kepler-661
Kepler-662,K3,-8.01,v,Kepler-662
Kepler-663,,,,Kepler-663
Kepler-664,,-17.690399,v,Kepler-664
Kepler-665,,,,Kepler-665
Kepler-666,,,,Kepler-666
Kepler-667,,0.253464,v,Kepler-667
Kepler-668,,,,Kepler-668
Kepler-669,,,,Kepler-669
Kepler-67,,,,Kepler-67
Kepler-670,,-17.3629,v,Kepler-670
Kepler-671,,,,Kepler-671
Kepler-672,G5,-49.94,v,Kepler-672
Kepler-673,,,,Kepler-673
